Teks Berita,Teks_Bersih,Label,Sumber
"Bantuan Rp 435 Miliar untuk Bencana Sumatra Cair, Aceh Utara Dapat Porsi Paling Besar",bantuan rp miliar untuk bencana sumatra cair aceh utara dapat porsi paling besar,Fakta,Kompas Nasional
Waka Komisi III Dorong Kepolisian Tegas Usut Kasus Ipda Yayat,waka komisi iii dorong kepolisian tegas usut kasus ipda yayat,Fakta,Kompas Nasional
"Dugaan Jual Beli Nomor Porsi Haji di Jatim, Kemenhaj: Ini Bukan Komoditas untuk Diperjualbelikan",dugaan jual beli nomor porsi haji di jatim kemenhaj ini bukan komoditas untuk diperjualbelikan,Fakta,Kompas Nasional
"Janji Tak Nyapres ke Prabowo, Zulhas Mau Fokus Jadi Ketum PAN",janji tak nyapres ke prabowo zulhas mau fokus jadi ketum pan,Fakta,Kompas Nasional
"Rumah Mewah Ipda Yayat Digeledah KPK, Anggota DPR: Usut Juga ke Atas, Apa pun Pangkatnya",rumah mewah ipda yayat digeledah kpk anggota dpr usut juga ke atas apa pun pangkatnya,Fakta,Kompas Nasional
"Garibaldi dan Jalan Panjang Menuju ""Maritime Power State""",garibaldi dan jalan panjang menuju maritime power state,Fakta,Kompas Nasional
BPOM Siap Bantu Pengujian Etomidate dan Jadi Saksi Ahli dalam Kasus Jule,bpom siap bantu pengujian etomidate dan jadi saksi ahli dalam kasus jule,Fakta,Kompas Nasional
Pengamat Nilai Wacana Calon Capres-Cawapres Minimal Didukung Dua Partai di DPR Tidak Berdasar,pengamat nilai wacana calon capres cawapres minimal didukung dua partai di dpr tidak berdasar,Fakta,Kompas Nasional
"Gelar Bimtek, Golkar Fokus Dongkrak Raihan Kursi di Pemilu 2029",gelar bimtek golkar fokus dongkrak raihan kursi di pemilu,Fakta,Kompas Nasional
Bintang Tak Bisa Menilai Bakteri,bintang tak bisa menilai bakteri,Fakta,Kompas Nasional
Wamendagri Bima Arya Tanggapi Wagub Babel yang Kembali Bertugas Setelah Dipenjara 4 Bulan,wamendagri bima arya tanggapi wagub babel yang kembali bertugas setelah dipenjara bulan,Fakta,Kompas Nasional
Pesan Panglima kepada Perwira Jelang HUT ke-81 TNI,pesan panglima kepada perwira jelang hut ke tni,Fakta,Kompas Nasional
"Hak Penyandang Disabilitas, RUU HAM dan Pertanggungjawaban Negara",hak penyandang disabilitas ruu ham dan pertanggungjawaban negara,Fakta,Kompas Nasional
Prabowo: Kelapa Sawit Adalah Tanaman Ajaib...,prabowo kelapa sawit adalah tanaman ajaib,Fakta,Kompas Nasional
"Wakil PM Malaysia di Indonesia: Temui Gibran Dulu, Prabowo dan Surya Paloh Kemudian",wakil pm malaysia di indonesia temui gibran dulu prabowo dan surya paloh kemudian,Fakta,Kompas Nasional
"Putus Rantai Kemiskinan, 44.000 Anak Prasejahtera Kembali Sekolah secara Gratis dengan Sekolah Rakyat",putus rantai kemiskinan anak prasejahtera kembali sekolah secara gratis dengan sekolah rakyat,Fakta,Kompas Nasional
Paradoks Komunikasi Politik Presiden,paradoks komunikasi politik presiden,Fakta,Kompas Nasional
Prabowo dalam Resepsi 100 Tahun Ponpes Gontor,prabowo dalam resepsi tahun ponpes gontor,Fakta,Kompas Nasional
"Soal Penyelesaian Konflik di Papua, Panglima Tekankan Kolaborasi",soal penyelesaian konflik di papua panglima tekankan kolaborasi,Fakta,Kompas Nasional
Golkar Ungkap Rencana Bahlil pada 2029 Usai Disebut Tak Akan Nyapres di Depan Prabowo,golkar ungkap rencana bahlil pada usai disebut tak akan nyapres di depan prabowo,Fakta,Kompas Nasional
Menanti Komitmen TNI Jaga Stabilitas Keamanan di Papua,menanti komitmen tni jaga stabilitas keamanan di papua,Fakta,Kompas Nasional
Panglima Lepas Ribuan Peserta TNI Run 2026 di Monas,panglima lepas ribuan peserta tni run di monas,Fakta,Kompas Nasional
Sekjen Golkar: Nusron Wahid Sudah 6 Bulan Mundur dari Kepengurusan,sekjen golkar nusron wahid sudah bulan mundur dari kepengurusan,Fakta,Kompas Nasional
Kementerian PU Berhentikan Sementara ASN PPPK yang Tanam Ganja di Bandung,kementerian pu berhentikan sementara asn pppk yang tanam ganja di bandung,Fakta,Kompas Nasional
Ambang Batas Parlemen Lima Persen dan Politik Kartel,ambang batas parlemen lima persen dan politik kartel,Fakta,Kompas Nasional
Basarnas Fokus Kerahkan 12 Penyelam Terbaik Lanjutkan Pencarian Penumpang Kapal Virgo,basarnas fokus kerahkan penyelam terbaik lanjutkan pencarian penumpang kapal virgo,Fakta,Kompas Nasional
Anggota DPR Minta Pelaku Usaha Pastikan Kandungan Gizi Beras Fortifikasi,anggota dpr minta pelaku usaha pastikan kandungan gizi beras fortifikasi,Fakta,Kompas Nasional
KRI Garibaldi hingga 5 Kodam Baru Bakal Ramaikan HUT TNI ke-81 Tahun,kri garibaldi hingga kodam baru bakal ramaikan hut tni ke tahun,Fakta,Kompas Nasional
"Surya Paloh Soal RUU Perampasan Aset: Kalau Urgen Silakan, tapi Jangan Timbulkan Polemik",surya paloh soal ruu perampasan aset kalau urgen silakan tapi jangan timbulkan polemik,Fakta,Kompas Nasional
Surya Paloh Dengar Wacana Ambang Batas Pencalonan Presiden Minimal 2 Fraksi,surya paloh dengar wacana ambang batas pencalonan presiden minimal fraksi,Fakta,Kompas Nasional
Surya Paloh Sebut RUU Pemilu Jadi Prioritas: Kenapa Harus Tunggu Tahun Depan?,surya paloh sebut ruu pemilu jadi prioritas kenapa harus tunggu tahun depan,Fakta,Kompas Nasional
"Nasdem Tetap Usul PT 7 Persen, Surya Paloh: Kami Rela Tak Lolos Parlemen",nasdem tetap usul pt persen surya paloh kami rela tak lolos parlemen,Fakta,Kompas Nasional
"Catat Pendapatan Rp 1.189,74 Triliun, Pertamina Puncaki Fortune Indonesia 100 Tahun 2026",catat pendapatan rp triliun pertamina puncaki fortune indonesia tahun,Fakta,Kompas Nasional
"Wakil PM Malaysia Puji Surya Paloh, Ingin Partainya Sehebat Nasdem",wakil pm malaysia puji surya paloh ingin partainya sehebat nasdem,Fakta,Kompas Nasional
"Usai Bertemu Prabowo-Gibran, Wakil PM Malaysia Bertemu Surya Paloh",usai bertemu prabowo gibran wakil pm malaysia bertemu surya paloh,Fakta,Kompas Nasional
Nusron Wahid Sudah Mundur dari Kepengurusan Golkar,nusron wahid sudah mundur dari kepengurusan golkar,Fakta,Kompas Nasional
"Kemenag Atur Penggunaan Ponsel di Madrasah, Pesantren, hingga Pasraman",kemenag atur penggunaan ponsel di madrasah pesantren hingga pasraman,Fakta,Kompas Nasional
"Polri Identifikasi 9 Korban Meninggal KM Virgo Transport 8, Akan Diserahkan ke Keluarga",polri identifikasi korban meninggal km virgo transport akan diserahkan ke keluarga,Fakta,Kompas Nasional
TNI AD Punya Helikopter Baru untuk Antar Logistik ke Papua,tni ad punya helikopter baru untuk antar logistik ke papua,Fakta,Kompas Nasional
Angkatan Bersenjata Yordania Tertarik dengan Sepatu Militer Lokal Indonesia,angkatan bersenjata yordania tertarik dengan sepatu militer lokal indonesia,Fakta,Kompas Nasional
5 Kodam Baru Bakal Diresmikan pada HUT Ke-81 TNI,kodam baru bakal diresmikan pada hut ke tni,Fakta,Kompas Nasional
RUU Reforma Agraria Didorong Jadi Instrumen Koreksi Ketimpangan Penguasaan Tanah,ruu reforma agraria didorong jadi instrumen koreksi ketimpangan penguasaan tanah,Fakta,Kompas Nasional
"Blokir Siskopatuh Anissa Ahmada Travel Jombang, Menhaj: Rugikan Jemaah",blokir siskopatuh anissa ahmada travel jombang menhaj rugikan jemaah,Fakta,Kompas Nasional
"Molay Dilirik Angkatan Bersenjata Yordania, Buka Peluang Tembus Pasar Timur Tengah",molay dilirik angkatan bersenjata yordania buka peluang tembus pasar timur tengah,Fakta,Kompas Nasional
"Dorong Reformasi Polri, Kortastipidkor dan Korlantas Diusulkan Naik Jadi Badan",dorong reformasi polri kortastipidkor dan korlantas diusulkan naik jadi badan,Fakta,Kompas Nasional
"Prabowo Ingatkan Santri Gontor: Jangan Percaya Antek Asing, Mereka Bayar Buzzer",prabowo ingatkan santri gontor jangan percaya antek asing mereka bayar buzzer,Fakta,Kompas Nasional
Pemerintah Suntik Dana Rp 20 Triliun untuk Jaga Layanan JKN,pemerintah suntik dana rp triliun untuk jaga layanan jkn,Fakta,Kompas Nasional
Prabowo Kaget Lihat Banyak Capaian Pemerintahannya untuk Rakyat,prabowo kaget lihat banyak capaian pemerintahannya untuk rakyat,Fakta,Kompas Nasional
Kapal Induk Garibaldi Akan Ditampilkan Saat Peringatan HUT Ke-81 TNI,kapal induk garibaldi akan ditampilkan saat peringatan hut ke tni,Fakta,Kompas Nasional
Prabowo Mengaku Makin Percaya Diri: Kami Bukan Pemimpin Omon-omon,prabowo mengaku makin percaya diri kami bukan pemimpin omon omon,Fakta,Kompas Nasional
TNI Respons Usul Pigai soal Sertifikasi HAM Jadi Syarat Promosi Jabatan,tni respons usul pigai soal sertifikasi ham jadi syarat promosi jabatan,Fakta,Kompas Nasional
"Prabowo Sindir Profesor Tak Bisa Lihat Ketidakadilan, Malah Bela Asing",prabowo sindir profesor tak bisa lihat ketidakadilan malah bela asing,Fakta,Kompas Nasional
"Prabowo: Palestina Dibantai dan Dibom, Kita Seolah Kurang Berdaya untuk Membantu",prabowo palestina dibantai dan dibom kita seolah kurang berdaya untuk membantu,Fakta,Kompas Nasional
Kemenlu Dalami Dugaan Penipuan dan Eksploitasi WNI Jadi Tentara Rusia,kemenlu dalami dugaan dan eksploitasi wni jadi tentara rusia,Fakta,Kompas Nasional
Kemenhaj Dalami Dugaan Jual Beli Porsi Haji di Jawa Timur,kemenhaj dalami dugaan jual beli porsi haji di jawa timur,Fakta,Kompas Nasional
Prabowo Akan Jadi Inspektur Upacara HUT Ke-81 TNI di Monas,prabowo akan jadi inspektur upacara hut ke tni di monas,Fakta,Kompas Nasional
TNI Terus Kejar KKB Pembunuh Aris Sanda di Papua,tni terus kejar kkb pembunuh aris sanda di papua,Fakta,Kompas Nasional
Korupsi ATR/BPN: Menagih Pertanggungjawaban Menteri,korupsi atr bpn menagih pertanggungjawaban menteri,Fakta,Kompas Nasional
"TNI Fair di Monas, Ada Pameran Alutsista hingga Pembagian Paket Makan Gratis",tni fair di monas ada pameran alutsista hingga pembagian paket makan gratis,Fakta,Kompas Nasional
"Prabowo Puji Pimpinan Gontor Tak Banyak Sapa Tamu ""Yang Terhormat"" Saat Pidato",prabowo puji pimpinan gontor tak banyak sapa tamu yang terhormat saat pidato,Fakta,Kompas Nasional
"Prabowo Teriakkan ""Free Palestine"", Langsung Dipeluk Dubes Palestina",prabowo teriakkan free palestine langsung dipeluk dubes palestina,Fakta,Kompas Nasional
"Jawab Kritik DPR, TNI Tegaskan Komitmen Jaga Keamanan Papua",jawab kritik dpr tni tegaskan komitmen jaga keamanan papua,Fakta,Kompas Nasional
Mendagri Tito Dorong Kompetisi Antardaerah Jadi Instrumen Wujudkan Indonesia ASRI,mendagri tito dorong kompetisi antardaerah jadi instrumen wujudkan indonesia asri,Fakta,Kompas Nasional
Purbaya Capres Alternatif 2029?,purbaya capres alternatif,Fakta,Kompas Nasional
Momen Prabowo Cium Al Quran Hadiah dari Pimpinan Ponpes Gontor,momen prabowo cium al quran hadiah dari pimpinan ponpes gontor,Fakta,Kompas Nasional
"Melihat Leopard 2 Milik Kostrad, Tank Buatan Jerman yang Punya Amunisi Pintar",melihat leopard milik kostrad tank buatan jerman yang punya amunisi pintar,Fakta,Kompas Nasional
"Prabowo dan Zulhas Resmikan PANsar Murah Nasional, Putri Zulhas: Sembako Lebih Murah 60 Persen",prabowo dan zulhas resmikan pansar murah nasional putri zulhas sembako lebih murah persen,Fakta,Kompas Nasional
"Gelar Apresiasi Pemda Berprestasi 2026 Batch II Regional Sulawesi, Kemendagri Pacu Kinerja Daerah",gelar apresiasi pemda berprestasi batch ii regional sulawesi kemendagri pacu kinerja daerah,Fakta,Kompas Nasional
"Koruptor Kambuhan: Dimiskinkan, Dihukum Mati",koruptor kambuhan dimiskinkan dihukum mati,Fakta,Kompas Nasional
"Parpol Nonparlemen Tolak PT 5 Persen, Merasa Dijegal hingga Tuduh Koalisi Arogan",parpol nonparlemen tolak pt persen merasa dijegal hingga tuduh koalisi arogan,Fakta,Kompas Nasional
Dari Hamoraon ke Hustle Culture: Batak dan Etos Kerja Gen Z,dari hamoraon ke hustle culture batak dan etos kerja gen z,Fakta,Kompas Nasional
"Prabowo Hadiri Syukuran 1 Abad Gontor, Sapa Santri dari Atas Maung",prabowo hadiri syukuran abad gontor sapa santri dari atas maung,Fakta,Kompas Nasional
"Sanjungan Prabowo untuk PAN, Kawan Seperjuangan yang Setia...",sanjungan prabowo untuk pan kawan seperjuangan yang setia,Fakta,Kompas Nasional
RUU Kehutanan dan Masa Depan Hutan Indonesia,ruu kehutanan dan masa depan hutan indonesia,Fakta,Kompas Nasional
Terkuak Permintaan Prabowo Tak Masukkan BRAN di RUU Pengaturan Reforma Agraria,terkuak permintaan prabowo tak masukkan bran di ruu pengaturan reforma agraria,Fakta,Kompas Nasional
"Usai Penandatanganan MRA, ADHI Karya Masuki Tahap Implementasi Restrukturisasi",usai penandatanganan mra adhi karya masuki tahap implementasi restrukturisasi,Fakta,Kompas Nasional
KPK Temukan Petunjuk Aliran Dana Kasus ATR/BPN dari Rumah Dirjen,kpk temukan petunjuk aliran dana kasus atr bpn dari rumah dirjen,Fakta,Kompas Nasional
Ironi Bimo dan Basa-basi Manajemen Talenta,ironi bimo dan basa basi manajemen talenta,Fakta,Kompas Nasional
Desakan agar Draf RUU Perampasan Aset Dibuka Terus Disuarakan,desakan agar draf ruu perampasan aset dibuka terus disuarakan,Fakta,Kompas Nasional
Akhirnya Indonesia Terima Bantuan Malaysia untuk Padamkan Karhutla,akhirnya indonesia terima bantuan malaysia untuk padamkan karhutla,Fakta,Kompas Nasional
"Anggota DPR: Pelindungan Pekerja Penting, Dunia Usaha Juga Harus Dijaga",anggota dpr pelindungan pekerja penting dunia usaha juga harus dijaga,Fakta,Kompas Nasional
"MK Segera Sidangkan Gugatan soal Gibran, Apa Isi Permohonannya?",mk segera sidangkan gugatan soal gibran apa isi permohonannya,Fakta,Kompas Nasional
Garibaldi dan Momentum Kebangkitan Peradaban Maritim Indonesia,garibaldi dan momentum kebangkitan peradaban maritim indonesia,Fakta,Kompas Nasional
Partai Nonparlemen Akan Kirim Naskah Usulan Revisi UU Pemilu ke DPR dan Pemerintah,partai nonparlemen akan kirim naskah usulan revisi uu pemilu ke dpr dan pemerintah,Fakta,Kompas Nasional
"Nama Riza Chalid Kembali Muncul, Kali Ini di Kasus Korupsi Sumur Minyak",nama riza chalid kembali muncul kali ini di kasus korupsi sumur minyak,Fakta,Kompas Nasional
Kemenag Terbitkan Edaran Batasi Penggunaan HP di Sekolah untuk Guru dan Murid,kemenag terbitkan edaran batasi penggunaan hp di sekolah untuk guru dan murid,Fakta,Kompas Nasional
Menanti Pengabdian Baru Kapal Induk Giuseppe Garibaldi di Indonesia...,menanti pengabdian baru kapal induk giuseppe garibaldi di indonesia,Fakta,Kompas Nasional
"Menelisik Fenomena ""Deep State""",menelisik fenomena deep state,Fakta,Kompas Nasional
Pakar Ingatkan Potensi Suara Pemilih Terbuang Jika Ambang Batas Parlemen Jadi 5 Persen,pakar ingatkan potensi suara pemilih terbuang jika ambang batas parlemen jadi persen,Fakta,Kompas Nasional
"Sempat Keberatan, PAN Kini Setuju Ambang Batas Parlemen Naik Jadi 5 Persen",sempat keberatan pan kini setuju ambang batas parlemen naik jadi persen,Fakta,Kompas Nasional
Pegawai Bea Cukai Ahmad Dedi Bantah Punya Panggilan “Dedi Congor”: Saya Sangat Kecewa,pegawai bea cukai ahmad dedi bantah punya panggilan dedi congor saya sangat kecewa,Fakta,Kompas Nasional
"Sidang Bea Cukai, Ahmad Dedi Mengaku Tak Tahu Goodie Bag dari Orlando Berisi Uang",sidang bea cukai ahmad dedi mengaku tak tahu goodie bag dari orlando berisi uang,Fakta,Kompas Nasional
Kelakar Prabowo Sebut PAN Tak Ada Uang meski Rayakan HUT Megah: Gue Tahu Lu Agak Bokek,kelakar prabowo sebut pan tak ada uang meski rayakan hut megah gue tahu lu agak bokek,Fakta,Kompas Nasional
Imigrasi Tangkap 13 WNA di Bali yang Diduga Terlibat Prostitusi,imigrasi tangkap wna di bali yang diduga terlibat prostitusi,Fakta,Kompas Nasional
"Prabowo Ultimatum Korporasi Penyebab Karhutla: Begitu Bukti Kuat, Izin Saya Cabut!",prabowo ultimatum korporasi penyebab karhutla begitu bukti kuat izin saya cabut,Fakta,Kompas Nasional
"Pesan Prabowo: Perbaiki Gaji Guru, Tak Ingin Hakim ""Dibeli""",pesan prabowo perbaiki gaji guru tak ingin hakim dibeli,Fakta,Kompas Nasional
Prabowo Duga Ada yang Bayar Anak-anak RI buat Bikin Gaduh: Difoto dan Disebar ke Dunia,prabowo duga ada yang bayar anak anak ri buat bikin gaduh difoto dan disebar ke dunia,Fakta,Kompas Nasional
Prabowo Baru Sadar Banyak Menterinya Kader PAN: Boleh Juga Manuvernya...,prabowo baru sadar banyak menterinya kader pan boleh juga manuvernya,Fakta,Kompas Nasional
"Di HUT PAN, Prabowo Akui PAN Lebih Senior dari Gerindra",di hut pan prabowo akui pan lebih senior dari gerindra,Fakta,Kompas Nasional
"Prabowo: Saya Dukung Demokrasi, tetapi Hati-hati Bisa Dibajak",prabowo saya dukung demokrasi tetapi hati hati bisa dibajak,Fakta,Kompas Nasional
"Prabowo Ingin Dipanggil ""Bang Bowo"" Saat HUT Ke-28 PAN",prabowo ingin dipanggil bang bowo saat hut ke pan,Fakta,Kompas Nasional
"Saat Prabowo Menangis di HUT PAN, Baru Sadar Kawan di Saat Kalah Sulit Dicari",saat prabowo menangis di hut pan baru sadar kawan di saat kalah sulit dicari,Fakta,Kompas Nasional
"Prabowo: SD, SMP, SMA, Universitas Negeri Harus Gratis!",prabowo sd smp sma universitas negeri harus gratis,Fakta,Kompas Nasional
Prabowo Abaikan Saran untuk Pidato Pakai Teks: Aku Suka Bicara Apa Adanya!,prabowo abaikan saran untuk pidato pakai teks aku suka bicara apa adanya,Fakta,Kompas Nasional
"PT Diusulkan Naik Jadi 5 Persen, PKN: Parpol Besar Kok Enggak Percaya Diri?",pt diusulkan naik jadi persen pkn parpol besar kok enggak percaya diri,Fakta,Kompas Nasional
Prabowo: PAN Kawan Seperjuangan yang Setia...,prabowo pan kawan seperjuangan yang setia,Fakta,Kompas Nasional
"Sapa Mantan Cawapresnya di HUT PAN, Prabowo: Hatta Rajasa, yang Pernah Menjadi Wakil Saya...",sapa mantan cawapresnya di hut pan prabowo hatta rajasa yang pernah menjadi wakil saya,Fakta,Kompas Nasional
Alasan MK Akan Gelar Sidang Sengketa Pilpres Soal Syarat Cawapres Gibran,alasan mk akan gelar sidang sengketa pilpres soal syarat cawapres gibran,Fakta,Kompas Nasional
Zulhas: PAN Akan Terus Bersama Prabowo!,zulhas pan akan terus bersama prabowo,Fakta,Kompas Nasional
Momen Prabowo Tiba-tiba Panggil 3 Personel Grup Musik Orkes Melayu Lebah Begantong di HUT PAN,momen prabowo tiba tiba panggil personel grup musik orkes melayu lebah begantong di hut pan,Fakta,Kompas Nasional
"Canda Zulhas ke Prabowo: Saya dan Bahlil Enggak Nyapres, Cak Imin Masih Pikir-pikir",canda zulhas ke prabowo saya dan bahlil enggak nyapres cak imin masih pikir pikir,Fakta,Kompas Nasional
"KSP Dudung Tinjau Kesiapan Jargas di Gresik, Target 119.379 Sambungan Rumah",ksp dudung tinjau kesiapan jargas di gresik target sambungan rumah,Fakta,Kompas Nasional
"MK Akan Gelar Sidang Sengketa Pilpres Lagi, Bagaimana Aturannya?",mk akan gelar sidang sengketa pilpres lagi bagaimana aturannya,Fakta,Kompas Nasional
"Sidang Kasus Bea Cukai, Ahmad Dedi Bantah Pernah Jadi Staf Khusus BIN dan Menko Polkam",sidang kasus bea cukai ahmad dedi bantah pernah jadi staf khusus bin dan menko polkam,Fakta,Kompas Nasional
Perdebatan Warnai Rapat Panja DPR Bahas Obyek hingga Kompensasi Reformasi Agraria,perdebatan warnai rapat panja dpr bahas obyek hingga kompensasi reformasi agraria,Fakta,Kompas Nasional
BNPP RI Pastikan 13.123 Unit RTLH di Perbatasan Lolos Verifikasi Program Bedah Rumah 2026,bnpp ri pastikan unit rtlh di perbatasan lolos verifikasi program bedah rumah,Fakta,Kompas Nasional
Pegawai Bea Cukai Ahmad Dedi Jadi Saksi dalam Sidang Kasus Suap Eks Atasan,pegawai bea cukai ahmad dedi jadi saksi dalam sidang kasus suap eks atasan,Fakta,Kompas Nasional
"Prabowo-Gibran Hadiri HUT Ke-28 PAN, Kompak Kenakan Batik",prabowo gibran hadiri hut ke pan kompak kenakan batik,Fakta,Kompas Nasional
"Dua Siswi Korban Keracunan MBG Pulang, Wapres Gibran Pesan untuk Rajin Kontrol",dua siswi korban keracunan mbg pulang wapres gibran pesan untuk rajin kontrol,Fakta,Kompas Nasional
Ketua Harian Dekranas Tekankan Pentingnya Sinergi Lintas Lembaga untuk Perkuat Daya Saing Global Perajin Nusantara,ketua harian dekranas tekankan pentingnya sinergi lintas lembaga untuk perkuat daya saing global perajin nusantara,Fakta,Kompas Nasional
KPK Sita Dokumen Keuangan hingga SHGB dari Kantor Summarecon,kpk sita dokumen keuangan hingga shgb dari kantor summarecon,Fakta,Kompas Nasional
MK Gelar Sidang Sengketa Pilpres soal Syarat Pencalonan Gibran Pekan Depan,mk gelar sidang sengketa pilpres soal syarat pencalonan gibran pekan depan,Fakta,Kompas Nasional
